Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q96IF1	AJUBA_HUMAN	reviewed	LIM domain-containing protein ajuba	AJUBA JUB	Homo sapiens (Human)	538
Q9NWT8	AKIP_HUMAN	reviewed	Aurora kinase A-interacting protein (AURKA-interacting protein) (28S ribosomal protein S38, mitochondrial) (MRP-S38) (Mitochondrial small ribosomal subunit protein mS38)	AURKAIP1 AIP AKIP MRPS38	Homo sapiens (Human)	199
Q53H80	AKIR2_HUMAN	reviewed	Akirin-2	AKIRIN2 C6orf166	Homo sapiens (Human)	203
P42330	AK1C3_HUMAN	reviewed	Aldo-keto reductase family 1 member C3 (EC 1.-.-.-) (17-beta-hydroxysteroid dehydrogenase type 5) (17-beta-HSD 5) (3-alpha-HSD type II, brain) (3-alpha-hydroxysteroid dehydrogenase type 2) (3-alpha-HSD type 2) (EC 1.1.1.357) (Chlordecone reductase homolog HAKRb) (Dihydrodiol dehydrogenase 3) (DD-3) (DD3) (Dihydrodiol dehydrogenase type I) (HA1753) (Indanol dehydrogenase) (EC 1.1.1.112) (Prostaglandin F synthase) (PGFS) (EC 1.1.1.188) (Testosterone 17-beta-dehydrogenase 5) (EC 1.1.1.239) (EC 1.1.1.64) (Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20)	AKR1C3 DDH1 HSD17B5 KIAA0119 PGFS	Homo sapiens (Human)	323
Q9UKU0	ACSL6_HUMAN	reviewed	Long-chain-fatty-acid--CoA ligase 6 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 6) (LACS 6)	ACSL6 ACS2 FACL6 KIAA0837 LACS5	Homo sapiens (Human)	697
P63267	ACTH_HUMAN	reviewed	Actin, gamma-enteric smooth muscle (Alpha-actin-3) (Gamma-2-actin) (Smooth muscle gamma-actin) [Cleaved into: Actin, gamma-enteric smooth muscle, intermediate form]	ACTG2 ACTA3 ACTL3 ACTSG	Homo sapiens (Human)	376
Q08043	ACTN3_HUMAN	reviewed	Alpha-actinin-3 (Alpha-actinin skeletal muscle isoform 3) (F-actin cross-linking protein)	ACTN3	Homo sapiens (Human)	901
Q13444	ADA15_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 15 (ADAM 15) (EC 3.4.24.-) (Metalloprotease RGD disintegrin protein) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 15) (MDC-15) (Metargidin)	ADAM15 MDC15	Homo sapiens (Human)	863
P28332	ADH6_HUMAN	reviewed	Alcohol dehydrogenase 6 (EC 1.1.1.1)	ADH6	Homo sapiens (Human)	368
P35368	ADA1B_HUMAN	reviewed	Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) (Alpha-1B adrenoceptor)	ADRA1B	Homo sapiens (Human)	520
O43506	ADA20_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 20 (ADAM 20) (EC 3.4.24.-)	ADAM20	Homo sapiens (Human)	726
Q8IUX7	AEBP1_HUMAN	reviewed	Adipocyte enhancer-binding protein 1 (AE-binding protein 1) (Aortic carboxypeptidase-like protein)	AEBP1 ACLP	Homo sapiens (Human)	1158
Q99490	AGAP2_HUMAN	reviewed	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (GTP-binding and GTPase-activating protein 2) (GGAP2) (Phosphatidylinositol 3-kinase enhancer) (PIKE)	AGAP2 CENTG1 KIAA0167	Homo sapiens (Human)	1192
P07550	ADRB2_HUMAN	reviewed	Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor)	ADRB2 ADRB2R B2AR	Homo sapiens (Human)	413
Q96NN9	AIFM3_HUMAN	reviewed	Apoptosis-inducing factor 3 (EC 1.-.-.-) (Apoptosis-inducing factor-like protein)	AIFM3 AIFL	Homo sapiens (Human)	605
O00468	AGRIN_HUMAN	reviewed	Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]	AGRN AGRIN	Homo sapiens (Human)	2068
P33121	ACSL1_HUMAN	reviewed	Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Acyl-CoA synthetase 1) (ACS1) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Long-chain acyl-CoA synthetase 2) (LACS 2) (Long-chain fatty acid-CoA ligase 2) (Palmitoyl-CoA ligase 1) (Palmitoyl-CoA ligase 2)	ACSL1 FACL1 FACL2 LACS LACS1 LACS2	Homo sapiens (Human)	698
Q3MIX3	ADCK5_HUMAN	reviewed	Uncharacterized aarF domain-containing protein kinase 5 (EC 2.7.11.-)	ADCK5	Homo sapiens (Human)	580
Q96EY9	ADAT3_HUMAN	reviewed	Probable inactive tRNA-specific adenosine deaminase-like protein 3 (tRNA-specific adenosine-34 deaminase subunit ADAT3)	ADAT3 TAD3	Homo sapiens (Human)	351
P18825	ADA2C_HUMAN	reviewed	Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR)	ADRA2C ADRA2L2 ADRA2RL2	Homo sapiens (Human)	462
Q9P0K1	ADA22_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 22 (ADAM 22) (Metalloproteinase-disintegrin ADAM22-3) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2)	ADAM22 MDC2	Homo sapiens (Human)	906
P11766	ADHX_HUMAN	reviewed	Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)	ADH5 ADHX FDH	Homo sapiens (Human)	374
Q8IZF2	AGRF5_HUMAN	reviewed	Adhesion G protein-coupled receptor F5 (G-protein coupled receptor 116)	ADGRF5 GPR116 KIAA0758	Homo sapiens (Human)	1346
O14862	AIM2_HUMAN	reviewed	Interferon-inducible protein AIM2 (Absent in melanoma 2)	AIM2	Homo sapiens (Human)	343
O95831	AIFM1_HUMAN	reviewed	Apoptosis-inducing factor 1, mitochondrial (EC 1.1.1.-) (Programmed cell death protein 8)	AIFM1 AIF PDCD8	Homo sapiens (Human)	613
P68032	ACTC_HUMAN	reviewed	Actin, alpha cardiac muscle 1 (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form]	ACTC1 ACTC	Homo sapiens (Human)	377
P11229	ACM1_HUMAN	reviewed	Muscarinic acetylcholine receptor M1	CHRM1	Homo sapiens (Human)	460
Q08AH3	ACS2A_HUMAN	reviewed	Acyl-coenzyme A synthetase ACSM2A, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 2A) (Butyrate--CoA ligase 2A) (Butyryl-coenzyme A synthetase 2A) (Middle-chain acyl-CoA synthetase 2A)	ACSM2A ACSM2 MACS2	Homo sapiens (Human)	577
P07311	ACYP1_HUMAN	reviewed	Acylphosphatase-1 (EC 3.6.1.7) (Acylphosphatase, erythrocyte isozyme) (Acylphosphatase, organ-common type isozyme) (Acylphosphate phosphohydrolase 1)	ACYP1 ACYPE	Homo sapiens (Human)	99
P0C7M7	ACSM4_HUMAN	reviewed	Acyl-coenzyme A synthetase ACSM4, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 4)	ACSM4	Homo sapiens (Human)	580
Q99965	ADAM2_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 2 (ADAM 2) (Cancer/testis antigen 15) (CT15) (Fertilin subunit beta) (PH-30) (PH30) (PH30-beta)	ADAM2 FTNB	Homo sapiens (Human)	735
Q9Y4W6	AFG32_HUMAN	reviewed	AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein)	AFG3L2	Homo sapiens (Human)	797
P04075	ALDOA_HUMAN	reviewed	Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Lung cancer antigen NY-LU-1) (Muscle-type aldolase)	ALDOA ALDA	Homo sapiens (Human)	364
Q6GMV1	ALG1L_HUMAN	reviewed	Putative glycosyltransferase ALG1-like (EC 2.4.1.-)	ALG1L	Homo sapiens (Human)	187
P51857	AK1D1_HUMAN	reviewed	3-oxo-5-beta-steroid 4-dehydrogenase (EC 1.3.1.3) (Aldo-keto reductase family 1 member D1) (Delta(4)-3-ketosteroid 5-beta-reductase) (Delta(4)-3-oxosteroid 5-beta-reductase)	AKR1D1 SRD5B1	Homo sapiens (Human)	326
Q8N1Q8	ACO15_HUMAN	reviewed	Acyl-coenzyme A thioesterase THEM5 (Acyl-CoA thioesterase THEM5) (EC 3.1.2.2) (Acyl-coenzyme A thioesterase 15) (Thioesterase superfamily member 5)	THEM5 ACOT15	Homo sapiens (Human)	247
P12814	ACTN1_HUMAN	reviewed	Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)	ACTN1	Homo sapiens (Human)	892
Q9UKF5	ADA29_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 29 (ADAM 29) (Cancer/testis antigen 73) (CT73)	ADAM29	Homo sapiens (Human)	820
Q6P461	ACSM6_HUMAN	reviewed	Acyl-coenzyme A synthetase ACSM6, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 6)	ACSM6 C10orf129	Homo sapiens (Human)	480
Q9H2U9	ADAM7_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 7 (ADAM 7) (Sperm maturation-related glycoprotein GP-83)	ADAM7 GP83	Homo sapiens (Human)	754
Q8N7X0	ADGB_HUMAN	reviewed	Androglobin (Calpain-7-like protein)	ADGB C6orf103 CAPN7L	Homo sapiens (Human)	1667
P00326	ADH1G_HUMAN	reviewed	Alcohol dehydrogenase 1C (EC 1.1.1.1) (Alcohol dehydrogenase subunit gamma)	ADH1C ADH3	Homo sapiens (Human)	375
P51825	AFF1_HUMAN	reviewed	AF4/FMR2 family member 1 (ALL1-fused gene from chromosome 4 protein) (Protein AF-4) (Protein FEL) (Proto-oncogene AF4)	AFF1 AF4 FEL MLLT2 PBM1	Homo sapiens (Human)	1210
O60503	ADCY9_HUMAN	reviewed	Adenylate cyclase type 9 (EC 4.6.1.1) (ATP pyrophosphate-lyase 9) (Adenylate cyclase type IX) (ACIX) (Adenylyl cyclase 9) (AC9)	ADCY9 KIAA0520	Homo sapiens (Human)	1353
Q9UL18	AGO1_HUMAN	reviewed	Protein argonaute-1 (Argonaute1) (hAgo1) (Argonaute RISC catalytic component 1) (Eukaryotic translation initiation factor 2C 1) (eIF-2C 1) (eIF2C 1) (Putative RNA-binding protein Q99)	AGO1 EIF2C1	Homo sapiens (Human)	857
P14550	AK1A1_HUMAN	reviewed	Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20)	AKR1A1 ALDR1 ALR	Homo sapiens (Human)	325
P00813	ADA_HUMAN	reviewed	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	ADA ADA1	Homo sapiens (Human)	363
P35348	ADA1A_HUMAN	reviewed	Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (Alpha-1C adrenergic receptor) (Alpha-adrenergic receptor 1c)	ADRA1A ADRA1C	Homo sapiens (Human)	466
O43306	ADCY6_HUMAN	reviewed	Adenylate cyclase type 6 (EC 4.6.1.1) (ATP pyrophosphate-lyase 6) (Adenylate cyclase type VI) (Adenylyl cyclase 6) (Ca(2+)-inhibitable adenylyl cyclase)	ADCY6 KIAA0422	Homo sapiens (Human)	1168
Q96IZ2	ADTRP_HUMAN	reviewed	Androgen-dependent TFPI-regulating protein	ADTRP C6orf105	Homo sapiens (Human)	230
Q13015	AF1Q_HUMAN	reviewed	Protein AF1q	MLLT11 AF1Q	Homo sapiens (Human)	90
P52594	AGFG1_HUMAN	reviewed	Arf-GAP domain and FG repeat-containing protein 1 (HIV-1 Rev-binding protein) (Nucleoporin-like protein RIP) (Rev-interacting protein) (Rev/Rex activation domain-binding protein)	AGFG1 HRB RAB RIP	Homo sapiens (Human)	562
P00325	ADH1B_HUMAN	reviewed	Alcohol dehydrogenase 1B (EC 1.1.1.1) (Alcohol dehydrogenase subunit beta)	ADH1B ADH2	Homo sapiens (Human)	375
Q8WTP8	AEN_HUMAN	reviewed	Apoptosis-enhancing nuclease (EC 3.1.-.-) (Interferon-stimulated 20 kDa exonuclease-like 1)	AEN ISG20L1 SBBI58	Homo sapiens (Human)	325
Q15847	ADIRF_HUMAN	reviewed	Adipogenesis regulatory factor (Adipogenesis factor rich in obesity) (Adipose most abundant gene transcript 2 protein) (Adipose-specific protein 2) (apM-2)	ADIRF AFRO APM2 C10orf116	Homo sapiens (Human)	76
Q8WXG9	AGRV1_HUMAN	reviewed	Adhesion G-protein coupled receptor V1 (ADGRV1) (EC 3.4.-.-) (G-protein coupled receptor 98) (Monogenic audiogenic seizure susceptibility protein 1 homolog) (Usher syndrome type-2C protein) (Very large G-protein coupled receptor 1) [Cleaved into: ADGRV1 subunit alpha; ADGRV1 subunit beta]	ADGRV1 GPR98 KIAA0686 KIAA1943 MASS1 VLGR1	Homo sapiens (Human)	6306
Q8N157	AHI1_HUMAN	reviewed	Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1)	AHI1	Homo sapiens (Human)	1196
O43918	AIRE_HUMAN	reviewed	Autoimmune regulator (Autoimmune polyendocrinopathy candidiasis ectodermal dystrophy protein) (APECED protein)	AIRE APECED	Homo sapiens (Human)	545
O43823	AKAP8_HUMAN	reviewed	A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95)	AKAP8 AKAP95	Homo sapiens (Human)	692
P31749	AKT1_HUMAN	reviewed	RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)	AKT1 PKB RAC	Homo sapiens (Human)	480
P49189	AL9A1_HUMAN	reviewed	4-trimethylaminobutyraldehyde dehydrogenase (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase E3 isozyme) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3) (Gamma-aminobutyraldehyde dehydrogenase) (EC 1.2.1.19) (R-aminobutyraldehyde dehydrogenase) [Cleaved into: 4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed]	ALDH9A1 ALDH4 ALDH7 ALDH9	Homo sapiens (Human)	494
Q7Z4H4	ADM2_HUMAN	reviewed	ADM2 (Intermedin) [Cleaved into: Adrenomedullin-2 (AM2) (Intermedin-long) (IMDL); Intermedin-short (IMDS)]	ADM2 AM2	Homo sapiens (Human)	148
Q3LIE5	ADPRM_HUMAN	reviewed	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase (EC 3.6.1.13) (EC 3.6.1.16) (EC 3.6.1.53) (ADPRibase-Mn) (CDP-choline phosphohydrolase)	ADPRM C17orf48 MDS006 Nbla03831	Homo sapiens (Human)	342
Q6ZN18	AEBP2_HUMAN	reviewed	Zinc finger protein AEBP2 (Adipocyte enhancer-binding protein 2) (AE-binding protein 2)	AEBP2	Homo sapiens (Human)	517
P50052	AGTR2_HUMAN	reviewed	Type-2 angiotensin II receptor (Angiotensin II type-2 receptor) (AT2)	AGTR2	Homo sapiens (Human)	363
Q96B36	AKTS1_HUMAN	reviewed	Proline-rich AKT1 substrate 1 (40 kDa proline-rich AKT substrate)	AKT1S1 PRAS40	Homo sapiens (Human)	256
Q7Z591	AKNA_HUMAN	reviewed	AT-hook-containing transcription factor	AKNA KIAA1968	Homo sapiens (Human)	1439
Q9H8T0	AKTIP_HUMAN	reviewed	AKT-interacting protein (Ft1) (Fused toes protein homolog)	AKTIP FTS	Homo sapiens (Human)	292
P30837	AL1B1_HUMAN	reviewed	Aldehyde dehydrogenase X, mitochondrial (EC 1.2.1.3) (Aldehyde dehydrogenase 5) (Aldehyde dehydrogenase family 1 member B1)	ALDH1B1 ALDH5 ALDHX	Homo sapiens (Human)	517
Q9H2A2	AL8A1_HUMAN	reviewed	2-aminomuconic semialdehyde dehydrogenase (EC 1.2.1.32) (Aldehyde dehydrogenase 12) (Aldehyde dehydrogenase family 8 member A1)	ALDH8A1 ALDH12	Homo sapiens (Human)	487
O95573	ACSL3_HUMAN	reviewed	Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 3) (LACS 3)	ACSL3 ACS3 FACL3 LACS3	Homo sapiens (Human)	720
O95622	ADCY5_HUMAN	reviewed	Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5)	ADCY5	Homo sapiens (Human)	1261
P40394	ADH7_HUMAN	reviewed	Alcohol dehydrogenase class 4 mu/sigma chain (EC 1.1.1.1) (Alcohol dehydrogenase class IV mu/sigma chain) (Gastric alcohol dehydrogenase) (Retinol dehydrogenase)	ADH7	Homo sapiens (Human)	386
P08588	ADRB1_HUMAN	reviewed	Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor)	ADRB1 ADRB1R B1AR	Homo sapiens (Human)	477
Q9NZN9	AIPL1_HUMAN	reviewed	Aryl-hydrocarbon-interacting protein-like 1	AIPL1 AIPL2	Homo sapiens (Human)	384
Q04828	AK1C1_HUMAN	reviewed	Aldo-keto reductase family 1 member C1 (EC 1.1.1.-) (20-alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (EC 1.1.1.149) (Chlordecone reductase homolog HAKRC) (Dihydrodiol dehydrogenase 1/2) (DD1/DD2) (High-affinity hepatic bile acid-binding protein) (HBAB) (Indanol dehydrogenase) (EC 1.1.1.112) (Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20)	AKR1C1 DDH DDH1	Homo sapiens (Human)	323
Q9H553	ALG2_HUMAN	reviewed	Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (Asparagine-linked glycosylation protein 2 homolog) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase) (GDP-Man:Man(1)GlcNAc(2)-PP-dolichol mannosyltransferase) (GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase)	ALG2 UNQ666/PRO1298	Homo sapiens (Human)	416
Q6NS38	ALKB2_HUMAN	reviewed	DNA oxidative demethylase ALKBH2 (EC 1.14.11.33) (Alkylated DNA repair protein alkB homolog 2) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2) (Oxy DC1)	ALKBH2 ABH2	Homo sapiens (Human)	261
Q86TB3	ALPK2_HUMAN	reviewed	Alpha-protein kinase 2 (EC 2.7.11.-) (Heart alpha-protein kinase)	ALPK2 HAK	Homo sapiens (Human)	2170
Q8NFM4	ADCY4_HUMAN	reviewed	Adenylate cyclase type 4 (EC 4.6.1.1) (ATP pyrophosphate-lyase 4) (Adenylate cyclase type IV) (Adenylyl cyclase 4)	ADCY4	Homo sapiens (Human)	1077
P07327	ADH1A_HUMAN	reviewed	Alcohol dehydrogenase 1A (EC 1.1.1.1) (Alcohol dehydrogenase subunit alpha)	ADH1A ADH1	Homo sapiens (Human)	375
Q7Z695	ADCK2_HUMAN	reviewed	Uncharacterized aarF domain-containing protein kinase 2 (EC 2.7.11.-)	ADCK2 AARF	Homo sapiens (Human)	626
P42568	AF9_HUMAN	reviewed	Protein AF-9 (ALL1-fused gene from chromosome 9 protein) (Myeloid/lymphoid or mixed-lineage leukemia translocated to chromosome 3 protein) (YEATS domain-containing protein 3)	MLLT3 AF9 YEATS3	Homo sapiens (Human)	568
O95994	AGR2_HUMAN	reviewed	Anterior gradient protein 2 homolog (AG-2) (hAG-2) (HPC8) (Secreted cement gland protein XAG-2 homolog)	AGR2 AG2 UNQ515/PRO1030	Homo sapiens (Human)	175
Q13155	AIMP2_HUMAN	reviewed	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	AIMP2 JTV1 PRO0992	Homo sapiens (Human)	320
P30556	AGTR1_HUMAN	reviewed	Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1)	AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B	Homo sapiens (Human)	359
Q9ULX6	AKP8L_HUMAN	reviewed	A-kinase anchor protein 8-like (AKAP8-like protein) (Helicase A-binding protein 95) (HAP95) (Homologous to AKAP95 protein) (HA95) (Neighbor of A-kinase-anchoring protein 95) (Neighbor of AKAP95)	AKAP8L NAKAP NAKAP95 HRIHFB2018	Homo sapiens (Human)	646
Q9NVV5	AIG1_HUMAN	reviewed	Androgen-induced gene 1 protein (AIG-1)	AIG1 CGI-103	Homo sapiens (Human)	245
P35869	AHR_HUMAN	reviewed	Aryl hydrocarbon receptor (Ah receptor) (AhR) (Class E basic helix-loop-helix protein 76) (bHLHe76)	AHR BHLHE76	Homo sapiens (Human)	848
P20292	AL5AP_HUMAN	reviewed	Arachidonate 5-lipoxygenase-activating protein (FLAP) (MK-886-binding protein)	ALOX5AP FLAP	Homo sapiens (Human)	161
O75891	AL1L1_HUMAN	reviewed	Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1)	ALDH1L1 FTHFD	Homo sapiens (Human)	902
P05091	ALDH2_HUMAN	reviewed	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)	ALDH2 ALDM	Homo sapiens (Human)	517
Q96BT7	ALKB8_HUMAN	reviewed	Alkylated DNA repair protein alkB homolog 8 (EC 1.14.11.-) (Probable alpha-ketoglutarate-dependent dioxygenase ABH8) (S-adenosyl-L-methionine-dependent tRNA methyltransferase ABH8) (tRNA (carboxymethyluridine(34)-5-O)-methyltransferase ABH8) (EC 2.1.1.229)	ALKBH8 ABH8	Homo sapiens (Human)	664
P30154	2AAB_HUMAN	reviewed	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform (PP2A subunit A isoform PR65-beta) (PP2A subunit A isoform R1-beta)	PPP2R1B	Homo sapiens (Human)	601
P62258	1433E_HUMAN	reviewed	14-3-3 protein epsilon (14-3-3E)	YWHAE	Homo sapiens (Human)	255
Q9H2F3	3BHS7_HUMAN	reviewed	3 beta-hydroxysteroid dehydrogenase type 7 (3 beta-hydroxysteroid dehydrogenase type VII) (3-beta-HSD VII) (3-beta-hydroxy-Delta(5)-C27 steroid oxidoreductase) (C(27) 3-beta-HSD) (EC 1.1.1.-) (Cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase) (EC 1.1.1.181)	HSD3B7	Homo sapiens (Human)	369
P0DMS8	AA3R_HUMAN	reviewed	Adenosine receptor A3	ADORA3	Homo sapiens (Human)	318
Q9UH17	ABC3B_HUMAN	reviewed	DNA dC->dU-editing enzyme APOBEC-3B (A3B) (EC 3.5.4.38) (Phorbolin-1-related protein) (Phorbolin-2/3)	APOBEC3B	Homo sapiens (Human)	382
Q9NY61	AATF_HUMAN	reviewed	Protein AATF (Apoptosis-antagonizing transcription factor) (Rb-binding protein Che-1)	AATF CHE1 DED HSPC277	Homo sapiens (Human)	560
Q8WU67	ABHD3_HUMAN	reviewed	Phospholipase ABHD3 (EC 3.1.1.32) (EC 3.1.1.4) (Abhydrolase domain-containing protein 3)	ABHD3	Homo sapiens (Human)	409
Q5VST6	AB17B_HUMAN	reviewed	Alpha/beta hydrolase domain-containing protein 17B (Abhydrolase domain-containing protein 17B) (EC 3.1.2.22)	ABHD17B C9orf77 FAM108B1 CGI-67	Homo sapiens (Human)	288
Q9UBJ2	ABCD2_HUMAN	reviewed	ATP-binding cassette sub-family D member 2 (Adrenoleukodystrophy-like 1) (Adrenoleukodystrophy-related protein) (hALDR)	ABCD2 ALD1 ALDL1 ALDR ALDRP	Homo sapiens (Human)	740
Q13085	ACACA_HUMAN	reviewed	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (Acetyl-Coenzyme A carboxylase alpha) (ACC-alpha) [Includes: Biotin carboxylase (EC 6.3.4.14)]	ACACA ACAC ACC1 ACCA	Homo sapiens (Human)	2346
O95477	ABCA1_HUMAN	reviewed	ATP-binding cassette sub-family A member 1 (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein)	ABCA1 ABC1 CERP	Homo sapiens (Human)	2261
P05067	A4_HUMAN	reviewed	Amyloid-beta precursor protein (APP) (ABPP) (APPI) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta A4 protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Amyloid intracellular domain 59) (AICD-59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Amyloid intracellular domain 57) (AICD-57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AICD-50) (AID(50)) (Gamma-CTF(50)); C31]	APP A4 AD1	Homo sapiens (Human)	770
Q9Y235	ABEC2_HUMAN	reviewed	C->U-editing enzyme APOBEC-2 (EC 3.5.4.36) (mRNA(cytosine(6666)) deaminase 2)	APOBEC2	Homo sapiens (Human)	224
Q9NRW3	ABC3C_HUMAN	reviewed	DNA dC->dU-editing enzyme APOBEC-3C (A3C) (EC 3.5.4.38) (APOBEC1-like) (Phorbolin I)	APOBEC3C APOBEC1L PBI	Homo sapiens (Human)	190
Q9NUJ1	ABHDA_HUMAN	reviewed	Mycophenolic acid acyl-glucuronide esterase, mitochondrial (EC 3.1.1.93) (Alpha/beta hydrolase domain-containing protein 10) (Abhydrolase domain-containing protein 10)	ABHD10	Homo sapiens (Human)	306
Q9NP58	ABCB6_HUMAN	reviewed	ATP-binding cassette sub-family B member 6, mitochondrial (Mitochondrial ABC transporter 3) (Mt-ABC transporter 3) (P-glycoprotein-related protein) (Ubiquitously-expressed mammalian ABC half transporter)	ABCB6 MTABC3 PRP UMAT	Homo sapiens (Human)	842
Q14738	2A5D_HUMAN	reviewed	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A B subunit isoform B'-delta) (PP2A B subunit isoform B56-delta) (PP2A B subunit isoform PR61-delta) (PP2A B subunit isoform R5-delta)	PPP2R5D	Homo sapiens (Human)	602
Q86V21	AACS_HUMAN	reviewed	Acetoacetyl-CoA synthetase (EC 6.2.1.16) (Acyl-CoA synthetase family member 1) (Protein sur-5 homolog)	AACS ACSF1	Homo sapiens (Human)	672
